,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
6101,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
6102,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
6103,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
6104,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
6105,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
6106,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
6107,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
6108,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
6109,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
6110,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
6111,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
6112,Acne, pus_filled_pimples, blackheads, scurring,
6113,Acne, skin_rash, blackheads, scurring,
6114,Acne, skin_rash, pus_filled_pimples, scurring,
6115,Acne, skin_rash, pus_filled_pimples, blackheads,
6116,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
6117,Acne, skin_rash, pus_filled_pimples, blackheads,
6118,Acne, skin_rash, pus_filled_pimples, scurring,
6119,Acne, skin_rash, blackheads, scurring,
6120,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
6121,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
6122,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
6123,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
6124,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
6125,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
6126,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
6127,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
6128,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
6129,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
6130,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6131,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6132,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
6133,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
6134,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
6135,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
6136,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6137,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6138,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6139,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
6140,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
6141,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
6142,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
6143,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
6144,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
6145,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
6146,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
6147,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
6148,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
6149,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
6150,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
6151,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
6152,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
6153,Fungal infection,itching, skin_rash, dischromic _patches,
6154,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
6155,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
6156,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
6157,Fungal infection,itching, skin_rash, dischromic _patches,
6158,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
6159,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
6160,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
6161,Allergy, shivering, chills, watering_from_eyes,
6162,Allergy, continuous_sneezing, chills, watering_from_eyes,
6163,Allergy, continuous_sneezing, shivering, watering_from_eyes,
6164,Allergy, continuous_sneezing, shivering, chills,
6165,Allergy, shivering, chills, watering_from_eyes,
6166,Allergy, continuous_sneezing, chills, watering_from_eyes,
6167,Allergy, continuous_sneezing, shivering, watering_from_eyes,
6168,Allergy, continuous_sneezing, shivering, chills,
6169,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
6170,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
6171,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
6172,GERD, stomach_pain, acidity, vomiting, cough
6173,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
6174,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
6175,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
6176,GERD, acidity, ulcers_on_tongue, vomiting, cough
6177,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
6178,GERD, stomach_pain, acidity, vomiting, cough
6179,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
6180,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6181,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
6182,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
6183,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
6184,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
6185,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6186,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6187,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6188,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6189,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
6190,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
6191,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
6192,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
6193,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
6194,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
6195,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
6196,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
6197,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
6198,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
6199,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
6200,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
6201,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
6202,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
6203,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
6204,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
6205,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
6206,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
6207,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
6208,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
6209,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
6210,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
6211,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
6212,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
6213,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
6214,AIDS, muscle_wasting, patches_in_throat, high_fever,
6215,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
6216,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
6217,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
6218,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
6219,AIDS, muscle_wasting, patches_in_throat, high_fever,
6220,Diabetes , fatigue, weight_loss, restlessness, lethargy
6221,Diabetes , fatigue, weight_loss, restlessness, lethargy
6222,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
6223,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
6224,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
6225,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
6226,Diabetes , fatigue, weight_loss, restlessness, lethargy
6227,Diabetes , fatigue, weight_loss, restlessness, lethargy
6228,Diabetes , fatigue, weight_loss, restlessness, lethargy
6229,Diabetes , fatigue, weight_loss, restlessness, lethargy
6230,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
6231,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
6232,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
6233,Gastroenteritis, vomiting, dehydration, diarrhoea,
6234,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
6235,Gastroenteritis, vomiting, sunken_eyes, dehydration,
6236,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
6237,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
6238,Gastroenteritis, vomiting, dehydration, diarrhoea,
6239,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
6240,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
6241,Bronchial Asthma, cough, high_fever, breathlessness, family_history
6242,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
6243,Bronchial Asthma, fatigue, cough, breathlessness, family_history
6244,Bronchial Asthma, fatigue, cough, high_fever, family_history
6245,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
6246,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
6247,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
6248,Bronchial Asthma, cough, high_fever, breathlessness, family_history
6249,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
6250,Hypertension , headache, chest_pain, dizziness, loss_of_balance
6251,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
6252,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
6253,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
6254,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
6255,Hypertension , headache, chest_pain, dizziness, loss_of_balance
6256,Hypertension , headache, chest_pain, dizziness, loss_of_balance
6257,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
6258,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
6259,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
6260,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6261,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
6262,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
6263,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
6264,Migraine, acidity, indigestion, headache, excessive_hunger
6265,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6266,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6267,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6268,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6269,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
6270,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
6271,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
6272,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
6273,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
6274,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
6275,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
6276,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
6277,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
6278,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
6279,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
6280,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
6281,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
6282,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
6283,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
6284,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
6285,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
6286,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
6287,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
6288,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
6289,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
6290,Jaundice,itching, vomiting, fatigue, weight_loss
6291,Jaundice,itching, vomiting, fatigue, weight_loss
6292,Jaundice, vomiting, fatigue, weight_loss, high_fever
6293,Jaundice,itching, fatigue, weight_loss, high_fever
6294,Jaundice,itching, vomiting, weight_loss, high_fever
6295,Jaundice,itching, vomiting, fatigue, high_fever
6296,Jaundice,itching, vomiting, fatigue, weight_loss
6297,Jaundice,itching, vomiting, fatigue, weight_loss
6298,Jaundice,itching, vomiting, fatigue, weight_loss
6299,Jaundice,itching, vomiting, fatigue, weight_loss
6300,Malaria, chills, vomiting, high_fever, sweating
6301,Malaria, chills, vomiting, high_fever, sweating
6302,Malaria, chills, vomiting, high_fever, sweating
6303,Malaria, vomiting, high_fever, sweating, headache
6304,Malaria, chills, high_fever, sweating, headache
6305,Malaria, chills, vomiting, sweating, headache
6306,Malaria, chills, vomiting, high_fever, headache
6307,Malaria, chills, vomiting, high_fever, sweating
6308,Malaria, chills, vomiting, high_fever, sweating
6309,Malaria, chills, vomiting, high_fever, sweating
6310,Chicken pox,itching, skin_rash, fatigue, lethargy
6311,Chicken pox, skin_rash, fatigue, lethargy, high_fever
6312,Chicken pox,itching, fatigue, lethargy, high_fever
6313,Chicken pox,itching, skin_rash, lethargy, high_fever
6314,Chicken pox,itching, skin_rash, fatigue, high_fever
6315,Chicken pox,itching, skin_rash, fatigue, lethargy
6316,Chicken pox,itching, skin_rash, fatigue, lethargy
6317,Chicken pox,itching, skin_rash, fatigue, lethargy
6318,Chicken pox,itching, skin_rash, fatigue, lethargy
6319,Chicken pox,itching, skin_rash, fatigue, lethargy
6320,Dengue, skin_rash, chills, joint_pain, vomiting
6321,Dengue, skin_rash, chills, joint_pain, vomiting
6322,Dengue, skin_rash, chills, joint_pain, vomiting
6323,Dengue, skin_rash, chills, joint_pain, vomiting
6324,Dengue, chills, joint_pain, vomiting, fatigue
6325,Dengue, skin_rash, joint_pain, vomiting, fatigue
6326,Dengue, skin_rash, chills, vomiting, fatigue
6327,Dengue, skin_rash, chills, joint_pain, fatigue
6328,Dengue, skin_rash, chills, joint_pain, vomiting
6329,Dengue, skin_rash, chills, joint_pain, vomiting
6330,Typhoid, chills, vomiting, fatigue, high_fever
6331,Typhoid, chills, vomiting, fatigue, high_fever
6332,Typhoid, chills, vomiting, fatigue, high_fever
